,date,twitter_positive,twitter_neutral,twitter_negative,twitter_price,coin_price_bitcoin,coin_price_ethereum,coin_price_dogecoin,gold_price,bitcoin_trend,itb_btc_count,itb_btc_prince,all_time_highers,all_time_lowers,average_balance,seconds,average_transaction_size,new_addresses,active_addresses,zero_balance_addresses,daily_active_address_price,hash_rate,average_size_in_bytes,volume_share_antpool,volume_share_btccom,volume_share_binance,volume_share_huobi_pool,inflows_antpool,inflows_btccom,inflows_binance,inflows_huobi_pool,outflows_antpool,outflows_btccom,outflows_binance,outflows_huobi_pool,reverses_antpool,reverses_btccom,reverses_binance,reverses_huobi_pool,rewards_transaction_fees,rewards_rewards,total_flows_antpool,total_flows_btccom,total_flows_binance,total_flows_huobi_pool,mining_rewards_volume_share,number_of_large_transactions,number_of_transactions,btc_total_fees,道琼斯工业平均指数_close,VIX恐慌指数_close,EEM_close,上证指数_close,美元指数期货_close,WTI原油期货_close,Count,黄金期货_close,XLK_close,Dow_Jones_Commodity_close,cci_close,美国标准普尔500指数_close,Dow_Jones_Commodity_Energy_close
278,2021/6/18,21793.0,49764.0,4973.0,36680.06,37049.94328,2284.53728,0.29777,"1,773.10",,728642,36680.06,2250836.0,30427.0,17889.65,675.0645161,256052.55,374721.0,824328.0,458206.0,36680.06,129488254.3,1164026.0,0.000186,0.001888,0.000151,0.004498,5074157.427,42810946.04,5785633.03,100834376.9,5777595.321,65584293.5,2950182.936,158586999.0,12802860.94,244390406.6,729670601.4,348622708.2,31.07,775.0,10851752.75,108395239.5,8735815.966,259421375.9,0.000498,16648.0,222918.0,1139499.61,33290.08,20.7,54.23,3525.1,92.209,71.64,728642,1769.0,142.09,864.95,17995.6,4166.45,112.7617
279,2021/6/19,15219.0,38242.0,4528.0,35653.215,35784.97529,2226.96316,0.2918,,,623771,35653.215,2240148.0,30427.0,17368.65,860.5145631,205779.05,316655.0,699556.0,356517.0,35653.215,102865943.3,1187639.0,0.000254,0.002085,0.000137,0.004871,4639777.548,32520365.15,3811524.207,97754501.42,5086760.69,47990775.26,1475515.913,89823002.43,11936756.23,219673131.6,711602719.5,343669911.2,24.63,643.75,9726538.238,80511140.41,5287040.12,187577503.8,0.000596,13481.0,187042.0,878259.83,,,,,,,623771,,,,17670.2,,
280,2021/6/20,15307.0,40920.0,4949.0,34758.885,35158.87685,2172.61094,0.27797,,844.0,557896,34758.885,2226466.0,30427.0,16924.29,825.0761905,265552.15,281335.0,656232.0,337956.0,34758.885,107062255.6,1262359.0,0.000163,0.002318,0.000292,0.004529,3389741.604,48817310.97,7345831.207,94352454.82,3966556.095,54853460.31,5696008.493,106797162.7,11117175.94,211889923.2,695399178.9,322111434.2,22.72,656.25,7356297.699,103670771.3,13041839.7,201149617.5,0.000514,13011.0,167249.0,789771.22,,,,,,,557896,,,,17826.5,,
281,2021/6/21,19759.0,65316.0,8673.0,33522.655,33236.63432,2021.18387,0.23599,"1,775.10",1214.0,686300,33522.655,2217107.0,30427.0,16315.14,807.0857143,285891.29,346984.0,827011.0,431914.0,33522.655,105536855.8,1353235.0,0.000102,0.003251,0.000452,0.009521,3062364.602,42864669.41,14333058.04,300374142.3,2912506.083,145706830.6,11954995.42,247748898.4,11004935.59,99191076.21,673043906.3,365830390.2,40.27,656.25,5974870.685,188571500.0,26288053.46,548123040.7,0.000375,18577.0,205050.0,1349867.33,33876.97,17.89,54.46,3529.18,91.881,73.66,686300,1782.9,143.35,871.72,14434.2,4224.79,114.7314
282,2021/6/22,22934.0,76371.0,9705.0,31110.47,32059.45871,1898.00274,0.19112,"1,775.10",1594.0,687068,31110.47,2208328.0,30427.0,15112.08,956.5274725,306622.57,343040.0,776294.0,374445.0,31110.47,95066648.19,1392932.0,0.000101,0.003269,0.00037,0.005612,3494517.856,110395647.2,12785973.19,152792616.7,2852978.632,88874129.49,10430308.42,194602823.4,10935147.71,115875981.7,627071247.4,307664534.1,47.8,568.75,6347496.488,199269776.6,23216281.61,347395440.1,0.000294,18211.0,196523.0,1486961.18,33945.58,16.66,54.21,3557.41,91.751,73.06,687068,1777.4,144.65,871.16,14294.5,4246.44,115.0043
283,2021/6/23,21909.0,52586.0,5525.0,33310.975,33742.16281,1980.57789,0.22045,"1,791.60",1187.0,748161,33310.975,2198881.0,30427.0,16159.03,862.7326733,260916.51,391365.0,855569.0,439206.0,33310.975,101140865.5,1392618.0,9.3e-05,0.002362,0.000248,0.004933,2747220.336,47188297.79,8443441.611,128519104.9,2970383.11,98727213.3,6829932.342,175650285.2,11506821.82,70770494.78,672961008.1,272478434.2,56.04,631.25,5717603.446,145915511.1,15273373.95,304169390.1,0.000346,17922.0,232704.0,1866850.19,33874.24,16.32,54.54,3566.22,91.785,73.08,748161,1783.4,144.49,877.12,15476.7,4241.84,115.8411
284,2021/6/24,18243.0,46649.0,4648.0,33804.03,33737.65531,1960.25342,0.24071,"1,784.90",1002.0,744540,33804.03,2191214.0,30427.0,16392.91,824.7142857,269215.93,385275.0,861032.0,469777.0,33804.03,104323760.0,1380862.0,9e-05,0.002923,0.000156,0.006167,2950181.786,89333101.85,6566480.251,238426124.1,2627958.597,93888826.52,3277886.53,152292098.4,11894546.02,66560379.57,686197599.7,357268665.0,48.01,656.25,5578140.383,183221928.4,9844366.781,390718222.5,0.000353,16644.0,233278.0,1623086.42,34196.82,15.97,55.04,3566.65,91.795,73.3,744540,1776.7,145.4,877.26,16137.1,4266.49,116.348
285,2021/6/25,19266.0,54624.0,5853.0,33392.375,33402.17029,1898.75408,0.25756,"1,786.70",1011.0,711510,33392.375,2184154.0,30427.0,16215.63,759.6454545,363820.68,363936.0,867884.0,514902.0,33392.375,112607577.5,1395703.0,8.8e-05,0.004177,0.000166,0.004149,4139969.007,249800253.1,8164263.678,150497951.1,2939623.143,88220024.83,4897489.588,178685916.4,13122517.44,222352291.9,681160901.9,326362457.1,44.14,687.5,7079592.15,338020277.9,13061753.27,329183867.5,0.000289,17735.0,218245.0,1474039.08,34433.84,15.62,55.5,3607.56,91.844,74.05,711510,1777.8,145.23,878.36,14703.6,4280.7,117.2507
286,2021/6/26,17646.0,42550.0,4792.0,31435.74,31538.23518,1789.33863,0.24125,,946.0,618436,31435.74,2178003.0,30427.0,15259.0,1005.764045,307250.0,320324.0,721267.0,386298.0,31435.74,87599594.56,1420391.0,9e-05,0.002171,0.000105,0.003518,2697744.308,38743255.76,3601478.415,70374534.61,2408557.579,81418651.95,2294596.962,124640063.5,12677869.49,168672798.8,642616680.4,259918414.0,29.41,556.25,5106301.888,120161907.7,5896075.378,195014598.1,0.000313,13802.0,181628.0,924636.14,,,,,,,618436,,,,14868.9,,
287,2021/6/27,15178.0,40436.0,4435.0,33392.825,33048.20837,1853.81459,0.24647,,2043.0,452222,33392.825,2173349.0,30427.0,16177.03,1398.327586,350617.44,223941.0,507420.0,223513.0,33392.825,62034362.76,1425327.0,8.2e-05,0.001166,0.0001,0.00784,882491.8956,23330848.57,2750318.965,200456053.7,2577632.63,25907726.53,1478075.483,130828700.2,11750636.86,168026240.1,683831227.0,335680714.1,26.16,362.5,3460124.526,49238575.1,4228394.447,331284753.9,0.000284,11714.0,121538.0,873622.2,,,,,,,452222,,,,15817.7,,
288,2021/6/28,21144.0,48737.0,5046.0,34591.715,34470.87126,2037.31249,0.25647,"1,780.30",2085.0,726578,34591.715,2167595.0,30427.0,16709.02,1041.261364,260900.8,382589.0,789301.0,371062.0,34591.715,87110589.76,1371275.0,0.000103,0.001717,0.000224,0.004944,3089261.321,62965508.13,8314526.023,132855354.7,2825920.027,35726687.09,4555681.054,151912624.3,12431848.28,196489613.8,712116882.1,325066349.2,53.65,550.0,5915181.349,98692195.21,12870207.08,284767979.0,0.00033,18003.0,221000.0,1855997.03,34283.27,15.76,55.55,3606.37,91.876,72.91,726578,1780.7,146.75,881.99,16080.4,4290.61,115.8022
289,2021/6/29,19384.0,46809.0,4561.0,35434.285,35505.60714,2167.8855,0.26261,"1,755.50",2013.0,705621,35434.285,2161552.0,30427.0,17086.2,955.4111111,237234.28,353448.0,802064.0,386247.0,35434.285,88855405.44,1401325.0,0.000117,0.001486,0.000714,0.004449,2917249.195,28772719.38,18452323.93,113075169.6,2719915.483,44136408.97,16825866.46,104875619.6,12857882.21,182989537.8,731078502.3,338013248.4,53.15,562.5,5637164.678,72909128.34,35278190.39,217950789.2,0.000409,18281.0,205616.0,1883362.97,34292.29,16.02,55.51,3573.18,92.041,72.98,705621,1763.6,147.82,882.67,16794.5,4291.8,116.1283
290,2021/6/30,18995.0,44399.0,4448.0,35076.205,35004.52983,2163.41616,0.25171,"1,763.20",1863.0,698541,35076.205,2153688.0,30427.0,16878.12,935.9659091,197362.03,356650.0,776819.0,369861.0,35076.205,91491372.41,1359425.0,0.000104,0.001548,0.000712,0.004817,1682147.825,29201295.33,16459230.07,90125538.64,2717243.088,36496606.86,13585200.27,113348442.4,11676726.74,175388038.9,726562233.7,314207674.8,61.11,550.0,4399390.913,65697902.19,30044430.34,203473981.0,0.000454,16754.0,215304.0,2143559.99,34502.51,15.83,55.15,3591.2,92.431,73.47,698541,1771.6,147.66,896.01,16876.6,4297.5,116.603
291,2021/7/1,17072.0,43557.0,4093.0,33911.37,33805.8374,2149.20813,0.24776,"1,781.50",1736.0,774495,33911.37,2148779.0,30427.0,16464.78,883.2315789,242540.29,397867.0,832632.0,392071.0,33911.37,96928922.86,1392400.0,9.6e-05,0.001304,0.000178,0.005856,2627893.536,21128630.67,5852774.873,158864312.5,2872178.529,52610184.87,4213479.599,170858442.8,11076748.33,150122824.7,704111578.0,295934805.3,73.78,600.0,5500072.065,73738815.54,10066254.47,329722755.3,0.000359,17548.0,233683.0,2501855.88,34633.53,15.48,54.84,3588.78,92.594,75.23,774495,1776.8,147.91,899.34,15741.9,4319.94,118.6503
292,2021/7/2,14707.0,39070.0,3983.0,33341.825,33307.36348,2078.95569,0.2428,"1,786.20",1659.0,665216,33341.825,2144349.0,30427.0,16183.99,968.5444444,306388.31,336465.0,811147.0,414716.0,33341.825,89312644.52,1403917.0,8.7e-05,0.001843,0.000389,0.003556,2082962.837,31884586.02,12564173.69,116028814.9,2871367.434,74271037.75,9727592.279,88856455.44,10083469.24,105600589.6,695118226.4,320583109.3,61.96,562.5,4954330.271,106155623.8,22291765.97,204885270.3,0.000325,15952.0,188568.0,2065962.14,34786.35,15.07,54.78,3518.76,92.413,75.16,665216,1783.3,149.86,901.71,15880.1,4352.34,119.1516
293,2021/7/3,13587.0,36342.0,3930.0,34138.98,34353.80535,2170.88896,0.2457,,1566.0,735641,34138.98,2130377.0,30427.0,16636.09,685.480315,186376.0,378786.0,1025373.0,616723.0,34138.98,98844086.03,1420467.0,0.000152,0.001105,0.000205,0.002476,3920891.358,25232823.42,5947889.145,53549631.93,2779428.442,23838213.53,3175108.53,56324813.87,11400490.08,108482504.9,714477994.1,320411978.1,59.2,793.75,6700319.8,49071036.95,9122997.676,109874445.8,0.000612,14984.0,237463.0,2021113.4,,,54.78,,,,735641,,149.86,,16281.5,,
294,2021/7/4,12574.0,32903.0,2899.0,35168.155,35018.41746,2294.01216,0.24724,,2017.0,577603,35168.155,2123656.0,30426.0,17203.03,744.6869565,324771.76,291240.0,853740.0,522476.0,35168.155,83130581.96,1441163.0,0.000152,0.000609,0.000116,0.001975,4641698.494,16181133.41,4154316.169,59448910.2,3785417.271,17848638.71,2321870.605,50823763.17,12539276.29,107533940.6,737820046.8,332805724.2,43.43,718.75,8427115.766,34029772.12,6476186.774,110272673.4,0.000453,14562.0,171850.0,1527375.83,,,54.78,,,75.14,577603,1786.4,149.86,,16643.1,,
295,2021/7/5,14786.0,37530.0,3723.0,34221.155,34115.09929,2250.99782,0.23796,"1,791.40",1967.0,699160,34221.155,2106333.0,30425.0,16798.76,659.5378788,220345.46,355893.0,927307.0,583948.0,34221.155,93748599.73,1327586.0,0.00018,0.001204,0.000184,0.004203,4931461.188,28886431.06,6224079.804,83236492.92,3945961.742,30223188.48,2814076.923,123414733.0,13208955.29,105334403.9,721383426.1,290102946.8,47.55,825.0,8877422.931,59109619.54,9038156.727,206651225.9,0.000573,16359.0,223760.0,1627065.59,,,54.78,3534.32,92.413,76.25,699160,1791.3,149.86,,15926.1,,
296,2021/7/6,14089.0,39073.0,4364.0,34327.7,34176.31006,2295.58717,0.23472,"1,809.90",1846.0,732401,34327.7,2091978.0,30425.0,16849.26,607.6760563,200443.13,378967.0,844029.0,479537.0,34327.7,100942453.8,1097025.0,0.000196,0.001348,0.000358,0.004486,5001724.273,32450037.7,10158382.82,62367908.76,3895973.438,29061085.39,6100924.97,142432780.3,14339624.56,108889380.5,727691676.4,210079915.8,47.07,887.5,8897697.71,61511123.09,16259307.79,204800689.0,0.000666,17558.0,228279.0,1615957.71,34577.37,16.44,53.82,3530.26,92.543,73.37,732401,1794.2,150.43,880.75,16440.2,4343.54,116.353
297,2021/7/7,15438.0,38341.0,3578.0,34437.12,34574.46685,2359.95705,0.233,"1,804.70",1724.0,718712,34437.12,2083219.0,30425.0,16894.62,702.902439,206361.9,367467.0,817306.0,452055.0,34437.12,88093741.41,1173740.0,0.00019,0.001244,0.000293,0.005687,4567360.775,39781876.21,8250497.267,168932250.9,4129927.897,17135318.25,5209187.582,92253010.35,14798203.22,131586221.1,733036310.1,286348373.2,37.85,768.75,8697288.672,56917194.46,13459684.85,261185261.2,0.00058,17652.0,221227.0,1303380.49,34681.79,16.2,53.76,3553.72,92.645,72.2,718712,1802.1,151.25,878.06,16342.9,4358.13,114.6406
298,2021/7/8,17174.0,43443.0,4166.0,33021.495,32901.35786,2186.19941,0.21375,"1,807.70",1904.0,743299,33021.495,2076703.0,30425.0,16188.85,613.7194245,465354.75,382688.0,808253.0,456753.0,33021.495,100892946.2,1030018.0,8e-05,0.001009,9.5e-05,0.00214,4633155.403,49037352.59,7055927.516,109003435.6,3952038.098,58645805.41,3047409.343,119067884.2,14928895.71,118522899.9,706971598.3,270316336.1,29.28,868.75,8585193.501,107683158.0,10103336.86,228071319.8,0.000267,17135.0,230719.0,966802.81,34421.93,19.0,52.64,3525.5,92.406,72.94,743299,1800.2,149.82,877.95,15439.3,4320.82,115.9014
299,2021/7/9,15032.0,42383.0,3567.0,33175.4,33163.99692,2124.64615,0.21491,"1,806.00",1795.0,733928,33175.4,2068017.0,30425.0,16273.3,666.9541985,499517.47,376378.0,850023.0,497981.0,33175.4,93491738.21,1259713.0,6.6e-05,0.000625,6.7e-05,0.001787,3178491.394,43694333.8,4630828.234,82580472.58,4256605.553,27188515.42,3027045.22,119977905.1,13899738.01,134945782.0,711853189.2,232860850.9,26.88,818.75,7435096.947,70882849.22,7657873.453,202558377.6,0.000239,16550.0,227511.0,891656.85,34870.16,16.18,53.55,3524.09,92.116,74.56,733928,1810.6,151.2,887.05,15786.0,4369.55,117.9179
300,2021/7/10,12638.0,35228.0,3450.0,33641.83,33700.91358,2118.11295,0.21652,,1610.0,624905,33641.83,2062605.0,30425.0,16492.8,538.2546584,333258.36,319391.0,708313.0,383743.0,33641.83,115451692.4,840594.0,0.000129,0.000614,0.000111,0.001647,3840300.629,21193687.3,5317015.3,49463151.44,4246313.214,17247957.66,1627332.679,53708997.44,13676250.6,139544622.2,725531671.9,229815052.7,19.2,1006.25,8086613.843,38441644.97,6944347.979,103172148.9,0.000542,13476.0,187263.0,645770.02,,,,,,,624905,,,,15538.5,,
301,2021/7/11,12628.0,31892.0,2865.0,33965.545,33798.93685,2123.3238,0.21433,,1815.0,549455,33965.545,2049882.0,30425.0,16680.36,686.4,379950.3,290758.0,719771.0,430730.0,33965.545,94826905.26,1110524.0,0.000117,0.000513,9.6e-05,0.001416,3038613.318,22937572.86,4114251.028,51255476.06,4285594.657,9355888.773,1914751.857,37985494.62,12524053.07,153562352.8,734712308.4,243532272.3,18.54,781.25,7324207.975,32293461.63,6029002.885,89240970.68,0.00042,11847.0,166144.0,629621.9,,,,,,,549455,,,,15787.3,,
302,2021/7/12,19972.0,40914.0,3377.0,33659.42,33705.67384,2099.95644,0.21249,"1,792.40",1985.0,707519,33659.42,2042312.0,30425.0,16533.18,689.6904762,256248.59,364329.0,827843.0,475494.0,33659.42,89800634.6,1177102.0,0.000141,0.000773,0.000243,0.004151,3491156.621,18087569.91,8593103.228,147021093.4,4578074.815,25638978.39,5132677.396,88625511.56,11421268.78,145403829.2,731539757.3,299928116.1,28.72,787.5,8069231.436,43726548.3,13725780.62,235646605.0,0.00047,16281.0,220269.0,966734.97,34996.18,16.17,53.6,3547.84,92.256,74.1,707519,1805.9,151.32,889.67,15267.7,4384.63,117.3707
303,2021/7/13,18858.0,48255.0,3671.0,32770.84,32860.88681,1994.47804,0.20295,"1,813.90",2021.0,700168,32770.84,2037121.0,30425.0,16109.38,634.6397059,215971.94,357436.0,819404.0,483609.0,32770.84,98824943.02,1159622.0,0.000172,0.000941,0.000154,0.003231,4203020.597,17820326.62,5117918.671,69271257.65,4368358.584,28943307.48,2520019.696,91469921.86,10999964.74,132853981.2,714834919.7,273653370.4,31.73,850.0,8571379.181,46763634.1,7637938.367,160741179.5,0.000561,17606.0,229916.0,1039886.02,34888.79,17.12,53.65,3566.52,92.759,75.25,700168,1809.9,151.94,894.05,14821.4,4369.21,118.8299
304,2021/7/14,15549.0,42090.0,4022.0,32350.595,32501.31082,1950.42314,0.19616,"1,823.20",2084.0,730181,32350.595,2026924.0,30425.0,15905.7,508.6764706,206014.44,371583.0,827355.0,477089.0,32350.595,121450060.2,909874.0,0.000199,0.001013,0.000154,0.003111,5393148.432,24267583.18,5142396.244,69866415.68,4329976.895,24981746.24,2399838.047,82159198.51,11837221.43,131118369.8,708400141.0,258761849.8,24.91,1062.5,9723125.327,49249329.42,7542234.292,152025614.2,0.000706,17390.0,236217.0,805963.56,34933.23,16.33,53.88,3528.5,92.405,73.13,730181,1825.0,153.06,893.25,14835.5,4374.3,116.228
305,2021/7/15,14297.0,42276.0,4042.0,32161.145,32123.41178,1942.65233,0.19061,"1,823.80",2057.0,727449,32161.145,2020669.0,30425.0,15813.08,675.5390625,262920.32,370932.0,838706.0,475925.0,32161.145,92008927.22,1211309.0,0.000127,0.001531,0.000151,0.003794,3059244.388,27110228.92,6222656.838,113851414.3,4552106.161,64199978.9,2675638.045,112006481.0,10379315.1,92364304.04,707837703.6,259378024.6,22.72,800.0,7611350.549,91310207.82,8898294.884,225857895.3,0.000433,16826.0,226234.0,730723.56,34987.02,17.01,54.01,3564.59,92.631,71.65,727449,1829.0,151.8,890.65,14272.9,4360.03,114.2913
306,2021/7/16,14667.0,41234.0,3961.0,31651.54,31767.45108,1908.7962,0.18074,"1,824.30",2075.0,711088,31651.54,2015332.0,30425.0,15550.51,571.9933333,259091.52,359673.0,772846.0,430381.0,31651.54,107904395.3,930522.0,0.000135,0.001099,0.000284,0.003634,3642335.301,30648038.74,9139669.493,80594767.23,4235695.561,33129200.52,7420117.23,129888530.6,9647608.04,88942403.46,698340705.3,207653192.0,17.29,937.5,7878030.861,63777239.25,16559786.72,210483297.8,0.000513,15726.0,223466.0,547234.16,34687.85,18.45,53.59,3539.3,92.687,71.81,711088,1815.0,150.3,892.0,13808.9,4327.16,114.5871
307,2021/7/17,11420.0,35340.0,2984.0,31580.205,31578.74913,1886.14808,0.17729,,1914.0,589844,31580.205,2009936.0,30425.0,15506.71,602.965035,322391.28,301857.0,650785.0,362482.0,31580.205,102935576.5,784945.0,0.000145,0.000785,0.000141,0.002942,4386036.253,23465324.16,5877341.72,117653081.8,4100468.508,22474426.19,2384345.351,54379451.25,9890773.321,89790928.06,700271742.3,270833158.6,12.61,893.75,8486504.761,45939750.35,8261687.07,172032533.1,0.000481,12789.0,182047.0,398280.35,,,,,,,589844,,,,13870.4,,
308,2021/7/18,12044.0,33744.0,2973.0,31788.92,31780.42561,1940.1718,0.18732,,1425.0,527779,31788.92,2004909.0,30425.0,15621.74,605.5347222,231393.4,271278.0,645619.0,377106.0,31788.92,97464436.35,803860.0,0.000224,0.000942,0.000133,0.002851,4233630.095,19032945.35,3960276.509,44892358.22,4157971.741,16112783.86,979096.64,61280414.52,10078152.92,92822141.66,707874165.8,254463969.0,12.06,900.0,8391601.836,35145729.22,4939373.149,106172772.7,0.000767,10710.0,161122.0,383474.3,,,,,,,527779,,,,13951.4,,
309,2021/7/19,13527.0,43588.0,4287.0,31197.14,31202.70837,1855.67835,0.17639,"1,814.90",1580.0,700895,31197.14,1996202.0,30425.0,15353.97,508.2647059,247447.97,361916.0,851082.0,520326.0,31197.14,115281579.7,913009.0,0.000168,0.001414,0.00014,0.003956,5162964.662,32169462.66,5355902.403,88675041.52,4316357.217,46609580.53,2467706.977,132261126.5,10791575.61,77229712.08,697590977.4,207623229.5,19.0,1062.5,9479321.88,78779043.19,7823609.38,220936168.1,0.000591,14968.0,226803.0,592696.32,33962.04,22.5,52.69,3539.12,92.9,66.42,700895,1809.2,148.23,868.5,13234.5,4258.63,107.6691
310,2021/7/20,14818.0,50812.0,5507.0,30191.985,29860.37788,1770.15395,0.168,"1,823.10",2077.0,726914,30191.985,1988814.0,30425.0,14859.01,701.4262295,238451.84,369787.0,829637.0,475622.0,30191.985,84936404.31,1286061.0,0.000146,0.001604,0.000115,0.012303,3797661.746,47859780.28,3614900.429,363504430.3,4208456.577,39192748.27,2622022.698,304279212.7,10114036.12,84683748.06,676154757.5,261988033.1,17.82,762.5,8006118.323,87052528.55,6236923.127,667783642.9,0.000419,17521.0,230509.0,538111.57,34511.99,19.73,52.86,3536.79,92.979,67.42,726914,1811.4,150.43,878.92,12697.5,4323.21,108.962
311,2021/7/21,18334.0,56724.0,4805.0,31164.005,31205.67826,1897.31088,0.18612,"1,802.20",1909.0,739510,31164.005,1983274.0,30425.0,15334.34,593.4896552,248003.46,372533.0,817021.0,469380.0,31164.005,100620677.3,1092054.0,0.000147,0.00131,0.000135,0.009815,4132430.03,27511258.85,5847184.402,292653731.7,4236841.702,49260561.35,2087649.354,275023698.4,10184850.47,64669236.68,701645944.8,286492285.8,14.46,906.25,8369271.732,76771820.2,7934833.755,567677430.1,0.000483,17721.0,235680.0,450686.57,34798.0,17.91,53.2,3562.66,92.759,70.3,739510,1803.4,151.88,891.5,13990.8,4358.69,113.436
312,2021/7/22,16683.0,44372.0,3739.0,32171.44,32152.8387,2000.47386,0.19111,"1,799.50",1710.0,732785,32171.44,1978231.0,30425.0,15827.08,571.9281046,252630.97,371198.0,808746.0,470349.0,32171.44,105400520.5,949214.0,0.000134,0.000687,0.000291,0.002484,3482587.102,26605318.25,9803159.123,72226152.7,4321681.429,13328850.78,7066101.396,72222767.87,9669192.297,78723724.33,727068577.6,291617918.0,14.21,956.25,7804268.532,39934169.02,16869260.52,144448920.6,0.000529,15275.0,230282.0,457171.52,34823.35,17.69,53.3,3574.73,92.83,71.91,732785,1805.4,153.0,897.61,14294.6,4367.48,115.7559
313,2021/7/23,17814.0,40631.0,3011.0,32825.275,32499.48429,2054.01211,0.19111,"1,799.60",1494.0,746689,32825.275,1973435.0,30425.0,16133.58,639.9185185,248831.53,370335.0,802628.0,445570.0,32825.275,91224431.82,1053501.0,0.000173,0.001004,0.000119,0.002005,5345635.068,30738172.52,4540584.831,56598812.06,4488395.189,26430831.45,2232070.669,57469387.11,10763607.02,83810797.05,744141318.0,293835914.3,19.32,843.75,9834030.257,57169003.97,6772655.5,114068199.2,0.000482,16069.0,231130.0,634203.91,35061.55,17.2,52.51,3550.4,92.928,72.07,746689,1801.8,154.52,897.8,14806.6,4411.8,116.313
314,2021/7/24,14508.0,36785.0,2652.0,33974.42,33891.48483,2148.94652,0.19524,,1504.0,635093,33974.42,1964533.0,30425.0,16696.15,561.4415584,257656.97,318283.0,726848.0,409104.0,33974.42,104094074.2,843060.0,0.000244,0.000943,0.000124,0.002679,7310582.688,25850424.34,4653074.648,66161761.09,5097669.121,22113453.29,1661727.896,70349214.47,13323193.35,88943904.12,773156052.6,294335386.4,12.82,962.5,12408251.81,47963877.63,6314802.544,136510975.6,0.000641,13378.0,198091.0,435448.09,,,,,,,635093,,,,15148.3,,
315,2021/7/25,14089.0,35365.0,2956.0,34637.495,34416.56356,2159.77247,0.19581,,1050.0,553198,34637.495,1960225.0,30425.0,17025.35,562.1568627,290582.69,287597.0,655409.0,373822.0,34637.495,103962967.2,792788.0,0.000214,0.000632,0.000167,0.003201,5635574.952,18363451.27,6417185.198,54983660.53,5129185.087,13455616.63,1968190.754,106525383.4,14070452.07,94720577.19,792706380.8,246543854.1,9.73,956.25,10764760.04,31819067.91,8385375.952,161509043.9,0.000653,11869.0,174535.0,337144.95,,,,,,,553198,,,,15330.4,,
316,2021/7/26,24193.0,76582.0,6189.0,37912.045,38204.1923,2320.81219,0.21739,"1,800.20",1784.0,808736,37912.045,1952449.0,30425.0,18633.23,578.5666667,332694.45,410085.0,944619.0,536612.0,37912.045,101445530.4,1147170.0,0.000142,0.002178,0.000499,0.00535,6595563.102,115132770.3,24950998.68,260246156.3,5867701.706,76488498.61,19128584.11,212191077.7,16084475.8,138251248.4,873280428.3,308797681.3,18.28,937.5,12463264.81,191621268.9,44079582.78,472437234.0,0.000408,22416.0,261950.0,693047.36,35144.31,17.58,51.51,3467.44,92.651,71.91,808736,1799.2,154.44,905.51,15768.2,4422.23,116.5652
317,2021/7/27,17655.0,46530.0,3880.0,37978.975,37620.5766,2234.58593,0.20208,"1,800.40",1324.0,763245,37978.975,1945386.0,30425.0,18687.17,506.2176471,1100880.26,400837.0,920476.0,551799.0,37978.975,116914005.4,1092558.0,5.1e-05,0.000537,4.1e-05,0.001835,8113893.731,57712392.71,7935230.852,285390079.3,5906829.35,90996701.24,3603141.31,223983804.6,18209576.86,104537551.3,879154662.9,374749785.6,16.07,1062.5,14020723.08,148709094.0,11538372.16,509373883.9,0.000144,19994.0,255221.0,610466.78,35058.52,19.36,50.47,3381.18,92.436,71.65,763245,1804.0,152.98,900.23,16297.1,4401.46,115.968
318,2021/7/28,17008.0,50335.0,4084.0,39857.99,39759.43493,2296.34959,0.20652,"1,796.60",1253.0,783645,39857.99,1935946.0,30425.0,19607.89,550.4203822,645774.89,398952.0,864677.0,503590.0,39857.99,106532565.7,1011709.0,7e-05,0.001883,0.001743,0.00219,5336146.645,212799753.4,144059351.1,139261340.9,6094820.76,92892186.71,139204201.8,216673307.9,18365968.29,227091314.5,926408704.6,310093716.3,15.55,981.25,11430967.4,305691940.1,283263553.0,355934648.8,0.000241,20171.0,251223.0,619747.34,34930.93,18.31,51.84,3361.59,92.317,72.39,783645,1804.6,152.79,903.27,16499.0,4400.65,116.715
319,2021/7/29,13739.0,40780.0,2888.0,39957.725,39924.49635,2309.64407,0.20408,"1,829.30",1101.0,827686,39957.725,1928887.0,30425.0,19656.71,539.80625,397499.59,410573.0,890174.0,522654.0,39957.725,109353179.7,1022161.0,0.00013,0.003724,0.000123,0.006495,7334974.06,198235371.3,8107872.393,300035816.4,6191141.217,190308680.2,4739273.043,380169857.5,19526492.37,236544348.9,932104640.7,242515771.6,15.0,1000.0,13526115.28,388544051.5,12847145.44,680205673.9,0.000383,17645.0,262612.0,599168.31,35084.53,17.7,52.1,3411.72,91.871,73.62,827686,1835.8,153.5,915.91,16773.6,4419.15,118.728
